chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
persuasion_012	41	10	0	0	2	20	anne anne cried charles what is to be done next
persuasion_012	42	9	1	11	1	11	captain wentworth s eyes were also turned towards her
persuasion_012	43	9	1	11	1	11	had not she better be carried to the inn
persuasion_012	44	10	1	10	1	10	yes i am sure carry her gently to the inn
persuasion_012	45	5	1	20	0	0	i will carry her myself
persuasion_012	46	61	4	7	3	5	to some of the best looking of these good people henrietta was consigned for though partially revived she was quite helpless and in this manner anne walking by her side and charles attending to his wife they set forward treading back with feelings unutterable the ground which so lately so very lately and so light of heart they had passed along
persuasion_012	47	54	2	4	3	6	was uttered by captain wentworth anne was sure could never be forgotten by her nor the sight of him afterwards as he sat near a table leaning over it with folded arms and face concealed as if overpowered by the various feelings of his soul and trying by prayer and reflection to calm them
persuasion_012	48	27	0	0	1	4	the plan had reached this point when anne coming quietly down from louisa s room could not but hear what followed for the parlour door was open
persuasion_012	49	26	0	0	1	4	mrs charles musgrove will of course wish to get back to her children but if anne will stay no one so proper so capable as anne
persuasion_012	50	15	0	0	0	0	she paused a moment to recover from the emotion of hearing herself so spoken of
persuasion_012	51	13	1	8	0	0	the other two warmly agreed with what he said and she then appeared
persuasion_012	52	32	2	6	2	6	you will stay i am sure you will stay and nurse her cried he turning to her and speaking with a glow and yet a gentleness which seemed almost restoring the past
persuasion_012	53	10	0	0	0	0	she coloured deeply and he recollected himself and moved away
persuasion_012	54	9	0	0	2	22	she expressed herself most willing ready happy to remain
persuasion_012	55	15	0	0	5	33	it was what she had been thinking of and wishing to be allowed to do
persuasion_012	56	43	1	2	5	12	she was so wretched and so vehement complained so much of injustice in being expected to go away instead of anne anne who was nothing to louisa while she was her sister and had the best right to stay in henrietta s stead
persuasion_012	57	10	0	0	2	20	why was not she to be as useful as anne
persuasion_012	58	10	1	10	0	0	and to go home without charles too without her husband
persuasion_012	59	38	0	0	3	8	and in short she said more than her husband could long withstand and as none of the others could oppose when he gave way there was no help for it the change of mary for anne was inevitable
persuasion_012	60	39	1	3	1	3	anne had never submitted more reluctantly to the jealous and ill judging claims of mary but so it must be and they set off for the town charles taking care of his sister and captain benwick attending to her
persuasion_012	61	84	1	1	6	7	captain wentworth was on the watch for them and a chaise and four in waiting stationed for their convenience in the lowest part of the street but his evident surprise and vexation at the substitution of one sister for the other the change in his countenance the astonishment the expressions begun and suppressed with which charles was listened to made but a mortifying reception of anne or must at least convince her that she was valued only as she could be useful to louisa
persuasion_012	62	28	2	7	0	0	he had handed them both in and placed himself between them and in this manner under these circumstances full of astonishment and emotion to anne she quitted lyme
persuasion_012	63	25	1	4	4	16	how the long stage would pass how it was to affect their manners what was to be their sort of intercourse she could not foresee
persuasion_012	64	51	0	0	3	6	anne wondered whether it ever occurred to him now to question the justness of his own previous opinion as to the universal felicity and advantage of firmness of character and whether it might not strike him that like all other qualities of the mind it should have its proportions and limits
persuasion_012	65	27	0	0	4	15	she thought it could scarcely escape him to feel that a persuadable temper might sometimes be as much in favour of happiness as a very resolute character
persuasion_012	66	14	0	0	2	14	anne was astonished to recognise the same hills and the same objects so soon
persuasion_012	67	66	3	5	6	9	it was growing quite dusk however before they were in the neighbourhood of uppercross and there had been total silence among them for some time henrietta leaning back in the corner with a shawl over her face giving the hope of her having cried herself to sleep when as they were going up their last hill anne found herself all at once addressed by captain wentworth
persuasion_012	68	6	0	0	0	0	she must not appear at first
persuasion_012	69	5	1	20	0	0	she could not stand it
persuasion_012	70	27	1	4	2	7	i have been thinking whether you had not better remain in the carriage with her while i go in and break it to mr and mrs musgrove
