chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
persuasion_017	17	26	0	0	1	4	yet in spite of all this anne had reason to believe that she had moments only of languor and depression to hours of occupation and enjoyment
persuasion_017	18	19	0	0	4	21	she watched observed reflected and finally determined that this was not a case of fortitude or of resignation only
persuasion_017	19	52	2	4	8	15	a submissive spirit might be patient a strong understanding would supply resolution but here was something more here was that elasticity of mind that disposition to be comforted that power of turning readily from evil to good and of finding employment which carried her out of herself which was from nature alone
persuasion_017	20	32	0	0	2	6	it was the choicest gift of heaven and anne viewed her friend as one of those instances in which by a merciful appointment it seems designed to counterbalance almost every other want
persuasion_017	21	15	1	7	4	27	anne far from wishing to cavil at the pleasure replied i can easily believe it
persuasion_017	22	7	1	14	0	0	anne saw the misery of such feelings
persuasion_017	23	20	1	5	1	5	anne had called several times on her friend before the existence of such a person was known in camden place
persuasion_017	24	9	1	11	1	11	at last it became necessary to speak of her
persuasion_017	25	35	2	6	1	3	sir walter elizabeth and mrs clay returned one morning from laura place with a sudden invitation from lady dalrymple for the same evening and anne was already engaged to spend that evening in westgate buildings
persuasion_017	26	7	0	0	2	29	she was not sorry for the excuse
persuasion_017	27	54	1	2	7	13	they were only asked she was sure because lady dalrymple being kept at home by a bad cold was glad to make use of the relationship which had been so pressed on her and she declined on her own account with great alacrity she was engaged to spend the evening with an old schoolfellow
persuasion_017	28	34	1	3	4	12	they were not much interested in anything relative to anne but still there were questions enough asked to make it understood what this old schoolfellow was and elizabeth was disdainful and sir walter severe
persuasion_017	29	14	0	0	2	14	said he and who is miss anne elliot to be visiting in westgate buildings
persuasion_017	30	12	1	8	0	0	upon my word miss anne elliot you have the most extraordinary taste
persuasion_017	31	27	2	7	1	4	she sees nothing to blame in it replied anne on the contrary she approves it and has generally taken me when i have called on mrs smith
persuasion_017	32	31	0	0	3	10	sir henry russell s widow indeed has no honours to distinguish her arms but still it is a handsome equipage and no doubt is well known to convey a miss elliot
persuasion_017	33	56	0	0	2	4	a poor widow barely able to live between thirty and forty a mere mrs smith an every day mrs smith of all people and all names in the world to be the chosen friend of miss anne elliot and to be preferred by her to her own family connections among the nobility of england and ireland
persuasion_017	34	54	2	4	3	6	mrs clay who had been present while all this passed now thought it advisable to leave the room and anne could have said much and did long to say a little in defence of her friend s not very dissimilar claims to theirs but her sense of personal respect to her father prevented her
persuasion_017	35	4	2	50	0	0	she made no reply
persuasion_017	36	31	1	3	1	3	she left it to himself to recollect that mrs smith was not the only widow in bath between thirty and forty with little to live on and no surname of dignity
persuasion_017	37	23	0	0	0	0	anne kept her appointment the others kept theirs and of course she heard the next morning that they had had a delightful evening
persuasion_017	38	81	2	2	5	6	she had been the only one of the set absent for sir walter and elizabeth had not only been quite at her ladyship s service themselves but had actually been happy to be employed by her in collecting others and had been at the trouble of inviting both lady russell and mr elliot and mr elliot had made a point of leaving colonel wallis early and lady russell had fresh arranged all her evening engagements in order to wait on her
persuasion_017	39	16	0	0	0	0	anne had the whole history of all that such an evening could supply from lady russell
persuasion_017	40	50	0	0	4	8	he could meet even lady russell in a discussion of her merits and anne could not be given to understand so much by her friend could not know herself to be so highly rated by a sensible man without many of those agreeable sensations which her friend meant to create
persuasion_017	41	51	1	2	4	8	she was as much convinced of his meaning to gain anne in time as of his deserving her and was beginning to calculate the number of weeks which would free him from all the remaining restraints of widowhood and leave him at liberty to exert his most open powers of pleasing
persuasion_017	42	49	2	4	4	8	she would not speak to anne with half the certainty she felt on the subject she would venture on little more than hints of what might be hereafter of a possible attachment on his side of the desirableness of the alliance supposing such attachment to be real and returned
persuasion_017	43	17	3	18	0	0	anne heard her and made no violent exclamations she only smiled blushed and gently shook her head
persuasion_017	44	23	0	0	3	13	mr elliot is an exceedingly agreeable man and in many respects i think highly of him said anne but we should not suit
persuasion_017	45	18	0	0	3	17	my dearest anne it would give me more delight than is often felt at my time of life
persuasion_017	46	28	3	11	1	4	anne was obliged to turn away to rise to walk to a distant table and leaning there in pretended employment try to subdue the feelings this picture excited
persuasion_017	47	11	0	0	2	18	for a few moments her imagination and her heart were bewitched
persuasion_017	48	44	1	2	4	9	the idea of becoming what her mother had been of having the precious name of lady elliot first revived in herself of being restored to kellynch calling it her home again her home for ever was a charm which she could not immediately resist
persuasion_017	49	9	0	0	2	22	she believed in short what anne did not believe
persuasion_017	50	14	1	7	0	0	the same image of mr elliot speaking for himself brought anne to composure again
persuasion_017	51	7	0	0	1	14	this to anne was a decided imperfection
persuasion_017	52	5	0	0	1	20	her early impressions were incurable
persuasion_017	53	13	0	0	0	0	she prized the frank the open hearted the eager character beyond all others
persuasion_017	54	7	0	0	0	0	warmth and enthusiasm did captivate her still
persuasion_017	55	38	1	3	1	3	she felt that she could so much more depend upon the sincerity of those who sometimes looked or said a careless or a hasty thing than of those whose presence of mind never varied whose tongue never slipped
persuasion_017	56	14	0	0	3	21	various as were the tempers in her father s house he pleased them all
persuasion_017	57	40	3	8	3	8	he had spoken to her with some degree of openness of mrs clay had appeared completely to see what mrs clay was about and to hold her in contempt and yet mrs clay found him as agreeable as any body
persuasion_017	58	47	1	2	4	9	she could not imagine a man more exactly what he ought to be than mr elliot nor did she ever enjoy a sweeter feeling than the hope of seeing him receive the hand of her beloved anne in kellynch church in the course of the following autumn
